algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 1000.0), ('class_weight', 'balanced'), ('gamma', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.5724102000001494,0.00047263656250038364,1494.234375,0.6552779634581105,0.4962087990155288,0.5892177657509615,0.45625,0.7405865404974031,"[[ 2  0  0  0  0  0]
 [ 1  6  3  1  0  0]
 [ 5 32 64 27  5  3]
 [ 1 26 24 50 19  8]
 [ 0  2  2  8 21  7]
 [ 0  0  0  0  0  3]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 100.0), ('class_weight', 'balanced'), ('gamma', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.45414930000015374,0.00048064218750027977,1494.53125,0.6186511252228164,0.4762305394359436,0.6131977242480944,0.425,0.7401451250719309,"[[ 2  0  0  0  0  0]
 [ 2  6  1  1  1  0]
 [13 24 73 16  5  5]
 [ 7 22 26 39 22 12]
 [ 1  3  2  3 13 18]
 [ 0  0  0  0  0  3]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.392932299999984,0.0004682231250001223,1492.82421875,0.5468898544266191,0.5086474293880734,0.5675643414602861,0.484375,0.7451733751222658,"[[ 1  1  0  0  0  0]
 [ 1  7  1  1  1  0]
 [ 3 24 71 30  5  3]
 [ 2 13 33 52 24  4]
 [ 0  2  1 10 22  5]
 [ 0  0  0  0  1  2]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.5209037999998145,0.0005040403125001092,1494.16015625,0.5367995209447415,0.40888916379096496,0.5636118856686065,0.346875,0.7218261774257644,"[[ 2  0  0  0  0  0]
 [ 4  3  0  2  2  0]
 [25 16 62 19  6  8]
 [14 21 24 31 21 17]
 [ 1  3  1  3 10 22]
 [ 0  0  0  0  0  3]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 1.0), ('class_weight', 'balanced'), ('gamma', 'scale')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.4678569999998672,0.0005052999999996643,1493.26171875,0.5150591391859773,0.4601481916752369,0.573452741738165,0.415625,0.7331678263332206,"[[ 1  1  0  0  0  0]
 [ 1  8  1  1  0  0]
 [ 4 29 69 23  4  7]
 [ 2 27 27 37 21 14]
 [ 0  2  2  5 16 15]
 [ 0  0  0  0  1  2]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 1.0), ('class_weight', 'balanced'), ('gamma', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.6972395999998753,0.0005331862500000284,1493.48828125,0.4919020164884136,0.3002695389465962,0.5561142344108533,0.2375,0.6804536724294181,"[[ 2  0  0  0  0  0]
 [ 4  4  0  0  0  3]
 [30 25 47 11  7 16]
 [24 28 17 15 10 34]
 [ 1  3  2  1  5 28]
 [ 0  0  0  0  0  3]]"
DecisionTreeClassifier(criterion='entropy'),"OrderedDict([('criterion', 'gini')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.0071107000003394205,2.651312500034919e-05,1620.0390625,0.4035056446821153,0.6309994841883902,0.6338980607966457,0.63125,0.7218022089184235,"[[ 0  1  1  0  0  0]
 [ 0  2  5  2  2  0]
 [ 0  4 96 29  6  1]
 [ 0  2 26 80 20  0]
 [ 0  0  7  9 23  1]
 [ 0  0  0  0  2  1]]"
GradientBoostingClassifier(),"OrderedDict([('loss', 'deviance')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,1.1233729999999014,6.010999999972455e-05,2080.9140625,0.4021306818181818,0.6353956651757959,0.6318524385560675,0.64375,0.7918102860136871,"[[  1   1   0   0   0   0]
 [  0   1   6   4   0   0]
 [  0   2 102  29   3   0]
 [  0   2  31  86   9   0]
 [  0   0   1  21  16   2]
 [  0   0   0   0   3   0]]"
"SVC(C=10.0, gamma='auto', probability=True)","OrderedDict([('C', 100.0), ('class_weight', 'balanced'), ('gamma', 'scale')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.5103106999999909,0.000449437812500264,1492.6640625,0.3796252970885324,0.5499554023279352,0.5854389880952381,0.53125,0.7446328428711163,"[[ 0  1  1  0  0  0]
 [ 1  3  3  3  1  0]
 [ 3 15 82 28  8  0]
 [ 1  7 33 60 25  2]
 [ 0  2  1  9 24  4]
 [ 0  0  0  0  2  1]]"
AdaBoostClassifier(algorithm='SAMME'),"OrderedDict([('algorithm', 'SAMME.R')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.07717580000007729,0.00013354187500027592,1777.234375,0.36354166666666665,0.43428965503201306,0.4785764375876577,0.446875,0.5528696593900843,"[[ 2  0  0  0  0  0]
 [ 5  0  4  2  0  0]
 [18  0 51 65  2  0]
 [ 5  0 35 84  4  0]
 [ 1  0  3 30  6  0]
 [ 0  0  0  3  0  0]]"
