algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"StackingClassifier(estimators=[('e1',
                                RandomForestClassifier(max_depth=15,
                                                       max_features='log2',
                                                       min_samples_leaf=2,
                                                       min_samples_split=15,
                                                       n_estimators=800,
                                                       n_jobs=-1)),
                               ('e2', HistGradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(alpha=1.0, base_score=0.5,
                                              booster='gbtree',
                                              colsample_bylevel=1,
                                              colsample_bynode=1,
                                              colsample_bytree=1.0,
                                              enable_categorical=False, e...
                                              gpu_id=-1, importance_type=None,
                                              interaction_constraints='',
                                              lambda=0.1,
                                              learning_rate=0.0500000007,
                                              max_delta_step=0, max_depth=15,
                                              min_child_weight=7, missing=nan,
                                              monotone_constraints='()',
                                              n_estimators=100, n_jobs=12,
                                              num_parallel_tree=1,
                                              objective='multi:softprob',
                                              predictor='auto', random_state=0,
                                              reg_alpha=1,
                                              reg_lambda=0.00999999978,
                                              scale_pos_weight=None,
                                              subsample=0.6, ...))],
                   n_jobs=-1)","OrderedDict([('stack_method', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,37.207400100000086,0.0026975108801947554,3010.9140625,0.9068627450980392,0.9066457695056973,0.9064519651353202,0.9070904645476773,0.9855003489267437,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 102  32   1   0]
 [  0   2  26 101   7   0]
 [  0   0   1   6 129   0]
 [  0   0   0   0   0 137]]"
"StackingClassifier(estimators=[('e1',
                                RandomForestClassifier(max_depth=15,
                                                       max_features='log2',
                                                       min_samples_leaf=2,
                                                       min_samples_split=15,
                                                       n_estimators=800,
                                                       n_jobs=-1)),
                               ('e2', HistGradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(alpha=1.0, base_score=0.5,
                                              booster='gbtree',
                                              colsample_bylevel=1,
                                              colsample_bynode=1,
                                              colsample_bytree=1.0,
                                              enable_categorical=False, e...
                                              gpu_id=-1, importance_type=None,
                                              interaction_constraints='',
                                              lambda=0.1,
                                              learning_rate=0.0500000007,
                                              max_delta_step=0, max_depth=15,
                                              min_child_weight=7, missing=nan,
                                              monotone_constraints='()',
                                              n_estimators=100, n_jobs=12,
                                              num_parallel_tree=1,
                                              objective='multi:softprob',
                                              predictor='auto', random_state=0,
                                              reg_alpha=1,
                                              reg_lambda=0.00999999978,
                                              scale_pos_weight=None,
                                              subsample=0.6, ...))],
                   n_jobs=-1)","OrderedDict([('stack_method', 'auto')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",9,33.829974799999036,0.0025268125916865494,3159.04296875,0.9056372549019608,0.9052774088189841,0.9048937503111354,0.9058679706601467,0.9852332460597958,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   2 103  30   1   0]
 [  0   2  26 100   8   0]
 [  0   0   1   7 128   0]
 [  0   0   0   0   0 137]]"
"RandomForestClassifier(max_depth=15, max_features='log2', min_samples_leaf=2,
                       min_samples_split=15, n_estimators=800, n_jobs=-1)","OrderedDict([('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 500)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.9275446999999986,0.0012605125916873817,2671.79296875,0.9044117647058824,0.9034596265669229,0.9026910291632433,0.9046454767726161,0.9865149244635009,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   2 103  29   2   0]
 [  0   3  25  98  10   0]
 [  0   0   1   6 129   0]
 [  0   0   0   0   0 137]]"
"RandomForestClassifier(max_depth=15, max_features='log2', min_samples_leaf=2,
                       min_samples_split=15, n_estimators=800, n_jobs=-1)","OrderedDict([('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 500)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.8243619000004401,0.0009110622249374594,2678.3515625,0.9044117647058824,0.9039571155038251,0.9036277193231861,0.9046454767726161,0.9872812237844969,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   2 102  31   1   0]
 [  0   3  25 100   8   0]
 [  0   0   1   7 128   0]
 [  0   0   0   0   0 137]]"
HistGradientBoostingClassifier(),"OrderedDict([('warm_start', False)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,7.121245099999214,0.00034273080684686956,2714.76171875,0.9007352941176471,0.900036606275323,0.8997153949005815,0.9009779951100244,0.9865077544113745,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   2  99  34   1   0]
 [  0   3  25  99   9   0]
 [  0   0   1   6 129   0]
 [  0   0   0   0   0 137]]"
"XGBClassifier(alpha=1.0, base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0,
              enable_categorical=False, eta=0.1, eval_metric='mlogloss',
              gamma=0.5, gpu_id=-1, importance_type=None,
              interaction_constraints='', lambda=0.1,
              learning_rate=0.0500000007, max_delta_step=0, max_depth=15,
              min_child_weight=7, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=12, num_parallel_tree=1,
              objective='multi:softprob', predictor='auto', random_state=0,
              reg_alpha=1, reg_lambda=0.00999999978, scale_pos_weight=None,
              subsample=0.6, ...)","OrderedDict([('alpha', 0.0), ('colsample_bytree', 0.8), ('eta', 0.01), ('gamma', 0.05), ('lambda', 0.1), ('max_depth', 9), ('min_child_weight', 3), ('subsample', 0.9)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,1.135166300000492,5.887665036621146e-05,2955.4921875,0.9007352941176471,0.8983708409391473,0.8971306450235517,0.9009779951100244,0.9825086578379425,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   4 104  26   2   0]
 [  2   6  23  93  11   1]
 [  0   0   1   5 130   0]
 [  0   0   0   0   0 137]]"
"VotingClassifier(estimators=[('e1',
                              RandomForestClassifier(max_depth=15,
                                                     max_features='log2',
                                                     min_samples_leaf=2,
                                                     min_samples_split=15,
                                                     n_estimators=800,
                                                     n_jobs=-1)),
                             ('e2', HistGradientBoostingClassifier()),
                             ('e3',
                              XGBClassifier(alpha=1.0, base_score=0.5,
                                            booster='gbtree',
                                            colsample_bylevel=1,
                                            colsample_bynode=1,
                                            colsample_bytree=1.0,
                                            enable_categorical=False, eta...
                                            interaction_constraints='',
                                            lambda=0.1,
                                            learning_rate=0.0500000007,
                                            max_delta_step=0, max_depth=15,
                                            min_child_weight=7, missing=nan,
                                            monotone_constraints='()',
                                            n_estimators=100, n_jobs=12,
                                            num_parallel_tree=1,
                                            objective='multi:softprob',
                                            predictor='auto', random_state=0,
                                            reg_alpha=1,
                                            reg_lambda=0.00999999978,
                                            scale_pos_weight=None,
                                            subsample=0.6, ...))],
                 n_jobs=-1, voting='soft')","OrderedDict([('voting', 'soft')])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",9,6.540344600001845,0.0024803559902183666,2901.1875,0.9007352941176471,0.899635292533819,0.8988521940959854,0.9009779951100244,0.983152122637077,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   3 102  30   1   0]
 [  1   4  24  97  10   0]
 [  0   0   1   7 128   0]
 [  0   0   0   0   0 137]]"
"XGBClassifier(alpha=1.0, base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0,
              enable_categorical=False, eta=0.1, eval_metric='mlogloss',
              gamma=0.5, gpu_id=-1, importance_type=None,
              interaction_constraints='', lambda=0.1,
              learning_rate=0.0500000007, max_delta_step=0, max_depth=15,
              min_child_weight=7, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=12, num_parallel_tree=1,
              objective='multi:softprob', predictor='auto', random_state=0,
              reg_alpha=1, reg_lambda=0.00999999978, scale_pos_weight=None,
              subsample=0.6, ...)","OrderedDict([('alpha', 0.1), ('colsample_bytree', 0.9), ('eta', 0.1), ('gamma', 1.0), ('lambda', 0.1), ('max_depth', 25), ('min_child_weight', 1), ('subsample', 0.8)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,1.6351548000002367,5.748899755524107e-05,2971.76171875,0.9007352941176471,0.8981578418051817,0.8969417141500241,0.9009779951100244,0.9822379646805759,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   4 106  24   2   0]
 [  2   6  25  91  11   1]
 [  0   0   1   5 130   0]
 [  0   0   0   0   0 137]]"
"RandomForestClassifier(max_depth=15, max_features='log2', min_samples_leaf=2,
                       min_samples_split=15, n_estimators=800, n_jobs=-1)","OrderedDict([('max_depth', 20), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 300)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,0.5075405999996292,0.0005671755501222226,2670.2578125,0.8995098039215687,0.8986547040075321,0.8978144976064221,0.8997555012224939,0.9869379575389512,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   2 101  31   2   0]
 [  0   3  29  96   8   0]
 [  0   0   1   6 129   0]
 [  0   0   0   0   0 137]]"
"XGBClassifier(alpha=1.0, base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0,
              enable_categorical=False, eta=0.1, eval_metric='mlogloss',
              gamma=0.5, gpu_id=-1, importance_type=None,
              interaction_constraints='', lambda=0.1,
              learning_rate=0.0500000007, max_delta_step=0, max_depth=15,
              min_child_weight=7, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=12, num_parallel_tree=1,
              objective='multi:softprob', predictor='auto', random_state=0,
              reg_alpha=1, reg_lambda=0.00999999978, scale_pos_weight=None,
              subsample=0.6, ...)","OrderedDict([('alpha', 1.0), ('colsample_bytree', 0.8), ('eta', 0.05), ('gamma', 0.5), ('lambda', 0.01), ('max_depth', 12), ('min_child_weight', 5), ('subsample', 0.8)])","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",10,1.1661366000007547,6.19283618594138e-05,2954.22265625,0.8982843137254902,0.8956855952160868,0.8946554469828012,0.8985330073349633,0.9809169062659086,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   5 105  24   2   0]
 [  0   6  27  90  12   1]
 [  0   0   1   5 130   0]
 [  0   0   0   0   0 137]]"
